LoanID,UserID,BusinessType,BusinessAge,AnnualTurnover,ProfitMargin,NumEmployees,LoanAmount,LoanPurpose,LoanTenure,InterestRate,MonthlyEMI,EMI_Defaulted,PreviousDefaults,CreditScore,CollateralValue,DSCR,CurrentRatio,RevenueGrowth,Location,IndustrySector,YearsWithBank,BankRelationshipScore,Risk_Prediction
LN00368,USR00368,Trading,18,66.45,11.03,15,12.45,Equipment,6,17.65,0.2,2,0,738,3.99,1.74,2.48,12.26,Bangalore,Construction,6,1.4,High Risk
LN00369,USR00369,Retail,13,67.31,12.68,9,17.37,Expansion,4,13.26,0.41,1,2,588,13.86,1.51,2.82,2.33,Delhi,FMCG,2,3.5,High Risk
LN00370,USR00370,Trading,2,67.76,22.09,10,14.51,Equipment,1,11.28,1.35,1,1,551,8.22,1.12,2.93,2.99,Hyderabad,Textiles,2,1.7,High Risk
LN00371,USR00371,Retail,9,73.15,19.98,30,14.38,Working Capital,3,12.16,0.45,3,2,399,5.72,0.86,1.67,11.11,Ahmedabad,FMCG,8,1.3,High Risk
LN00372,USR00372,Textiles,21,89.38,10.45,47,10.97,Equipment,4,16.97,0.27,3,2,721,13.18,1.97,2.11,17.66,Mumbai,FMCG,11,2.7,High Risk
LN00373,USR00373,Food,2,101.24,7.35,45,4.4,Debt Consolidation,2,17.59,0.22,0,0,317,8.48,2.49,2.3,11.51,Kolkata,Pharma,7,1.9,High Risk
LN00374,USR00374,Trading,9,55.51,10.04,11,21.24,Inventory,2,17.55,1.04,3,2,770,17.85,2.36,1.41,15.46,Hyderabad,Textiles,14,2.4,High Risk
LN00375,USR00375,Tech,1,38.9,23.42,27,17.16,Working Capital,2,15.29,0.82,2,0,306,7.98,1.96,1.2,6.26,Hyderabad,Textiles,2,2.0,High Risk
LN00376,USR00376,Services,11,43.74,16.63,18,8.28,Equipment,4,13.59,0.2,2,1,718,9.17,2.23,2.75,5.45,Mumbai,Agri,10,1.4,High Risk
LN00377,USR00377,Retail,3,60.38,15.67,12,18.59,Working Capital,2,10.64,0.86,3,2,679,7.07,1.23,2.12,9.83,Bangalore,Pharma,1,3.2,High Risk
LN00378,USR00378,Retail,20,64.44,16.93,13,21.34,Debt Consolidation,4,10.11,0.49,3,2,807,10.45,1.86,2.18,11.81,Delhi,Textiles,11,1.1,High Risk
LN00379,USR00379,Trading,23,51.9,12.32,33,18.89,Inventory,2,9.54,0.86,0,0,413,12.39,0.9,2.15,2.75,Bangalore,Pharma,8,4.9,High Risk
LN00380,USR00380,Services,4,36.12,21.14,14,10.54,Working Capital,5,9.16,0.19,0,0,810,4.81,2.0,2.53,7.15,Hyderabad,Pharma,10,2.4,High Risk
LN00381,USR00381,Services,18,61.32,15.47,33,11.34,Debt Consolidation,5,16.9,0.22,0,2,768,11.97,2.45,1.38,7.89,Ahmedabad,Construction,2,3.8,High Risk
LN00382,USR00382,Textiles,23,80.44,7.33,16,12.26,Debt Consolidation,1,16.28,1.19,2,0,392,8.77,2.26,2.27,5.28,Delhi,Textiles,5,4.2,High Risk
LN00383,USR00383,Tech,6,92.85,7.58,46,19.31,Debt Consolidation,2,14.11,0.92,0,2,791,7.42,1.71,1.99,5.75,Kolkata,Construction,6,2.1,High Risk
LN00384,USR00384,Textiles,3,58.28,15.74,34,17.39,Equipment,1,17.99,1.71,1,1,401,5.8,2.14,2.8,11.37,Kolkata,FMCG,10,4.0,High Risk
LN00385,USR00385,Textiles,22,62.61,23.73,19,28.95,Expansion,4,17.58,0.71,1,2,792,12.94,2.4,2.09,9.88,Delhi,FMCG,1,4.3,High Risk
LN00386,USR00386,Textiles,11,47.2,11.17,37,6.8,Working Capital,1,14.9,0.65,1,1,835,10.86,1.17,2.89,11.19,Hyderabad,Construction,2,2.0,High Risk
LN00387,USR00387,Textiles,15,74.06,22.39,3,14.74,Expansion,2,13.18,0.7,0,1,784,8.25,2.15,1.77,9.35,Ahmedabad,FMCG,14,5.0,High Risk
LN00388,USR00388,Textiles,22,49.55,20.28,31,5.36,Debt Consolidation,4,10.37,0.12,2,0,778,12.34,1.26,2.94,4.51,Mumbai,Construction,10,1.1,High Risk
LN00389,USR00389,Food,5,92.19,9.96,6,17.98,Expansion,4,13.64,0.43,2,0,466,11.59,2.29,2.76,9.69,Ahmedabad,Agri,4,1.9,High Risk
LN00390,USR00390,Services,20,21.42,5.73,25,20.33,Debt Consolidation,5,10.42,0.37,0,0,439,12.6,0.97,2.21,4.19,Bangalore,Pharma,2,4.1,High Risk
LN00391,USR00391,Textiles,10,64.21,7.04,30,22.21,Debt Consolidation,4,12.59,0.52,3,0,393,14.92,1.1,1.77,6.75,Ahmedabad,Agri,11,1.8,High Risk
LN00392,USR00392,Services,12,84.03,19.57,18,15.94,Inventory,4,17.48,0.39,3,2,480,10.65,2.03,1.81,3.86,Ahmedabad,Textiles,6,3.8,High Risk
LN00393,USR00393,Services,15,80.52,8.99,14,5.43,Inventory,1,12.08,0.51,0,1,303,15.8,1.1,2.57,5.56,Bangalore,Agri,14,4.4,High Risk
LN00394,USR00394,Manufacturing,17,155.79,12.43,23,14.75,Expansion,6,10.38,0.23,2,2,688,14.28,1.07,2.2,8.36,Mumbai,Agri,4,4.8,High Risk
LN00395,USR00395,Food,10,85.49,15.03,47,17.18,Working Capital,4,14.24,0.41,1,1,571,12.35,1.74,1.86,6.17,Mumbai,FMCG,11,2.9,High Risk
LN00396,USR00396,Textiles,6,44.88,19.51,19,9.97,Expansion,3,14.42,0.32,3,1,431,4.93,2.22,2.31,4.47,Kolkata,IT Services,3,4.9,High Risk
LN00397,USR00397,Retail,18,72.14,7.26,42,13.68,Working Capital,6,10.74,0.21,1,1,811,10.33,1.26,2.49,12.55,Mumbai,IT Services,6,2.6,High Risk
LN00398,USR00398,Trading,13,21.71,13.13,15,8.61,Expansion,5,10.77,0.16,2,2,351,10.74,2.23,1.14,7.52,Delhi,Construction,9,1.9,High Risk
LN00399,USR00399,Tech,3,72.58,14.7,34,11.94,Equipment,5,17.91,0.23,3,0,589,10.65,2.17,1.27,5.89,Kolkata,Textiles,8,3.1,High Risk
LN00400,USR00400,Retail,24,50.01,15.82,39,19.56,Equipment,4,11.19,0.45,0,2,745,9.67,1.78,1.28,3.67,Hyderabad,IT Services,2,3.6,High Risk
LN00401,USR00401,Food,10,102.46,21.37,17,18.4,Working Capital,1,16.54,1.79,1,1,536,11.94,1.9,1.54,0.51,Kolkata,FMCG,3,2.8,High Risk
LN00402,USR00402,Trading,14,58.51,8.43,14,8.02,Inventory,6,13.23,0.13,1,2,790,12.34,0.87,1.91,7.11,Ahmedabad,Textiles,2,3.3,High Risk
LN00403,USR00403,Food,6,71.5,21.16,17,11.48,Working Capital,5,12.91,0.22,1,1,579,4.98,1.42,2.63,2.49,Ahmedabad,Pharma,10,2.7,High Risk
LN00404,USR00404,Services,3,55.93,18.86,36,15.29,Expansion,5,11.65,0.28,0,0,343,14.06,1.25,1.77,10.85,Kolkata,Construction,7,3.1,High Risk
LN00405,USR00405,Trading,16,127.17,16.12,8,16.13,Debt Consolidation,3,15.96,0.52,0,0,658,5.57,1.06,1.13,8.12,Bangalore,FMCG,9,4.8,High Risk
LN00406,USR00406,Services,7,65.36,18.99,19,11.69,Equipment,4,16.93,0.28,1,2,825,8.78,1.46,2.02,14.23,Mumbai,Agri,1,3.0,High Risk
LN00407,USR00407,Retail,20,129.98,13.24,22,17.38,Debt Consolidation,6,11.35,0.27,0,0,761,7.34,1.4,2.99,8.89,Ahmedabad,Pharma,11,2.0,High Risk
LN00408,USR00408,Retail,14,99.42,7.77,11,14.82,Equipment,5,9.86,0.27,3,1,400,7.83,2.04,1.76,5.09,Ahmedabad,Agri,3,4.0,High Risk
LN00409,USR00409,Trading,9,89.46,18.32,7,2.12,Expansion,5,10.23,0.04,2,1,760,13.26,1.82,2.93,0.48,Delhi,IT Services,6,2.4,High Risk
LN00410,USR00410,Trading,15,86.06,15.49,25,12.14,Equipment,5,16.14,0.23,3,0,567,10.36,2.35,1.29,11.23,Mumbai,Textiles,4,4.3,High Risk
LN00411,USR00411,Textiles,21,86.81,17.79,35,12.0,Working Capital,5,12.92,0.23,0,0,661,12.05,1.05,1.43,2.8,Ahmedabad,Pharma,10,1.2,High Risk
LN00412,USR00412,Food,3,17.17,11.76,40,18.39,Debt Consolidation,1,10.19,1.69,2,0,707,11.9,0.9,2.48,6.37,Bangalore,FMCG,14,2.3,High Risk
LN00413,USR00413,Textiles,2,66.63,23.14,16,18.48,Debt Consolidation,2,12.06,0.86,1,2,336,4.25,1.71,2.05,14.7,Ahmedabad,Agri,10,1.4,High Risk
LN00414,USR00414,Food,2,100.35,16.75,19,6.64,Expansion,3,13.63,0.21,1,2,767,8.33,0.8,2.55,10.44,Mumbai,IT Services,1,1.3,High Risk
LN00415,USR00415,Textiles,3,73.53,6.71,21,17.19,Debt Consolidation,1,16.67,1.67,2,1,558,12.25,2.14,2.74,9.56,Delhi,Agri,9,3.6,High Risk
LN00416,USR00416,Services,18,32.84,14.0,35,14.63,Expansion,3,14.78,0.47,3,2,808,11.97,1.66,1.58,11.78,Mumbai,Textiles,7,2.5,High Risk
LN00417,USR00417,Trading,14,73.43,20.13,3,15.63,Inventory,5,10.58,0.29,1,2,608,4.73,1.63,2.4,11.63,Bangalore,Textiles,14,4.5,High Risk
LN00418,USR00418,Retail,20,126.12,20.88,15,11.93,Working Capital,3,10.43,0.37,1,1,572,13.09,1.42,2.25,14.32,Delhi,IT Services,11,3.1,High Risk
LN00419,USR00419,Food,18,112.41,14.89,48,14.69,Equipment,4,12.71,0.34,1,1,409,11.85,1.44,2.74,5.59,Mumbai,Construction,12,2.2,High Risk
LN00420,USR00420,Food,10,73.14,22.89,29,20.75,Equipment,4,9.68,0.47,0,0,559,7.11,1.53,1.92,6.49,Bangalore,IT Services,7,3.9,High Risk
LN00421,USR00421,Retail,2,103.54,10.35,8,15.56,Equipment,2,15.8,0.75,3,0,567,11.23,0.83,1.2,4.31,Bangalore,Construction,12,3.5,High Risk
LN00422,USR00422,Textiles,22,64.0,13.21,8,14.79,Inventory,2,12.61,0.69,0,2,331,9.31,0.94,2.19,7.87,Kolkata,IT Services,1,4.2,High Risk
LN00423,USR00423,Food,1,23.88,22.97,35,12.6,Working Capital,3,12.09,0.39,2,1,476,11.48,1.66,2.92,7.47,Ahmedabad,IT Services,9,3.6,High Risk
LN00424,USR00424,Tech,4,47.27,22.93,32,20.26,Debt Consolidation,1,13.58,1.92,2,2,403,4.6,1.06,1.13,0.98,Delhi,Textiles,12,1.7,High Risk
LN00425,USR00425,Services,14,121.89,18.71,48,8.6,Debt Consolidation,1,15.38,0.83,0,2,535,8.94,2.12,1.56,5.38,Delhi,Construction,12,3.7,High Risk
LN00426,USR00426,Trading,1,66.78,22.18,37,10.99,Working Capital,5,14.12,0.21,1,1,392,13.54,1.27,1.7,13.76,Ahmedabad,IT Services,8,2.6,High Risk
LN00427,USR00427,Retail,14,67.7,6.78,25,8.31,Working Capital,1,16.22,0.8,0,1,500,11.62,0.97,2.56,8.98,Mumbai,Agri,11,2.9,High Risk
LN00428,USR00428,Trading,16,66.0,22.3,12,16.0,Equipment,2,14.66,0.76,3,1,334,12.37,1.2,1.71,10.86,Kolkata,Textiles,12,4.7,High Risk
LN00429,USR00429,Tech,22,132.12,11.41,21,20.9,Debt Consolidation,1,16.09,2.02,1,1,416,9.3,1.41,1.55,7.52,Delhi,Pharma,10,2.4,High Risk
LN00430,USR00430,Food,14,123.78,8.57,30,13.36,Working Capital,5,15.27,0.26,2,2,757,11.69,0.86,2.33,0.45,Bangalore,Textiles,12,3.4,High Risk
LN00431,USR00431,Food,20,141.56,9.79,25,9.65,Debt Consolidation,4,10.74,0.22,3,2,770,9.51,1.04,1.19,7.49,Delhi,IT Services,5,2.5,High Risk
LN00432,USR00432,Tech,3,70.23,13.36,6,23.18,Working Capital,1,9.47,2.11,2,2,698,7.23,1.35,1.42,12.17,Kolkata,FMCG,4,1.4,High Risk
LN00433,USR00433,Retail,3,83.87,10.02,22,17.26,Expansion,1,17.13,1.68,3,1,416,9.24,1.33,1.88,3.26,Ahmedabad,FMCG,1,2.8,High Risk
LN00434,USR00434,Services,9,29.5,11.41,21,16.39,Equipment,2,17.51,0.8,3,0,661,14.36,2.16,1.78,10.99,Hyderabad,Textiles,9,3.4,Low Risk
LN00435,USR00435,Manufacturing,6,119.31,7.7,44,14.05,Working Capital,3,15.54,0.45,3,2,503,13.4,2.23,1.76,1.19,Ahmedabad,Pharma,8,2.6,High Risk
LN00436,USR00436,Retail,13,39.97,10.92,29,18.35,Inventory,4,15.52,0.44,2,0,445,7.02,1.13,1.31,8.08,Bangalore,Textiles,13,2.6,High Risk
LN00437,USR00437,Manufacturing,21,81.5,16.45,36,16.31,Working Capital,3,11.43,0.5,0,0,743,8.75,1.01,1.79,10.18,Delhi,Pharma,2,4.3,High Risk
LN00438,USR00438,Tech,2,42.08,13.84,6,12.59,Expansion,5,13.88,0.24,0,0,596,7.23,1.88,2.62,6.75,Ahmedabad,IT Services,4,1.1,High Risk
LN00439,USR00439,Textiles,8,57.33,11.93,40,13.43,Inventory,5,17.93,0.26,1,1,786,10.54,2.17,1.89,17.89,Bangalore,Agri,4,2.2,High Risk
LN00440,USR00440,Manufacturing,21,49.88,19.93,9,9.9,Inventory,3,16.71,0.32,2,1,530,12.99,2.44,2.21,6.03,Mumbai,Agri,13,4.2,High Risk
LN00441,USR00441,Services,2,56.76,22.87,9,9.28,Working Capital,2,11.74,0.43,1,2,502,16.1,0.81,1.41,5.69,Bangalore,Pharma,7,4.7,High Risk
LN00442,USR00442,Textiles,4,58.83,20.14,28,13.52,Expansion,6,11.71,0.21,1,2,661,5.72,1.5,1.23,8.82,Delhi,Construction,3,2.6,High Risk
LN00443,USR00443,Manufacturing,15,58.55,11.64,28,20.77,Inventory,2,13.35,0.98,3,1,694,12.58,2.05,2.77,4.98,Mumbai,Agri,8,4.6,High Risk
LN00444,USR00444,Tech,4,100.0,19.89,21,9.83,Equipment,6,12.64,0.15,3,1,547,9.98,2.21,1.73,2.23,Mumbai,FMCG,11,1.8,High Risk
LN00445,USR00445,Textiles,13,41.85,8.04,11,19.18,Equipment,6,12.34,0.3,0,0,739,8.9,0.91,1.77,3.61,Mumbai,Textiles,7,1.9,High Risk
LN00446,USR00446,Tech,12,81.62,7.61,22,11.01,Debt Consolidation,2,14.64,0.53,0,1,695,7.19,1.96,2.77,11.03,Hyderabad,IT Services,10,4.4,High Risk
LN00447,USR00447,Manufacturing,13,111.54,11.91,44,6.07,Debt Consolidation,6,9.1,0.09,1,1,655,15.34,1.29,2.44,6.78,Hyderabad,Construction,12,4.6,High Risk
LN00448,USR00448,Tech,14,59.6,21.15,47,17.73,Expansion,6,15.87,0.29,1,1,700,5.11,0.93,2.54,14.81,Mumbai,FMCG,12,1.9,High Risk
LN00449,USR00449,Services,20,53.46,9.93,18,23.14,Inventory,6,15.66,0.37,1,1,540,8.53,1.63,2.4,6.24,Ahmedabad,Textiles,4,1.2,High Risk
LN00450,USR00450,Manufacturing,18,68.08,6.27,19,10.72,Equipment,4,16.47,0.26,0,0,640,11.1,1.07,1.3,10.84,Ahmedabad,FMCG,9,1.4,High Risk
LN00451,USR00451,Manufacturing,6,110.39,7.63,24,7.15,Equipment,5,16.57,0.14,1,2,528,11.36,2.05,2.92,10.04,Ahmedabad,Construction,6,2.0,High Risk
LN00452,USR00452,Manufacturing,11,80.82,22.17,15,17.27,Expansion,6,14.1,0.27,0,0,842,13.74,2.06,2.83,6.18,Delhi,Pharma,3,4.0,Low Risk
LN00453,USR00453,Retail,2,59.06,17.68,14,10.38,Inventory,5,16.02,0.2,2,1,838,7.36,2.23,1.55,4.48,Mumbai,Textiles,7,3.0,High Risk
LN00454,USR00454,Retail,23,89.52,10.06,12,17.68,Expansion,5,13.43,0.33,2,1,828,11.87,1.44,2.63,1.07,Ahmedabad,FMCG,6,2.8,High Risk
LN00455,USR00455,Retail,19,41.93,16.11,3,20.76,Working Capital,4,17.56,0.51,1,2,566,9.81,0.82,1.88,10.21,Mumbai,IT Services,8,3.3,High Risk
LN00456,USR00456,Services,19,95.44,15.55,34,16.65,Equipment,5,10.72,0.31,0,2,428,10.12,1.24,2.4,12.79,Bangalore,IT Services,5,4.6,High Risk
LN00457,USR00457,Textiles,5,87.26,18.11,32,19.05,Expansion,3,17.24,0.62,2,2,519,8.62,1.6,1.41,1.64,Ahmedabad,FMCG,6,1.4,High Risk
LN00458,USR00458,Tech,19,65.77,9.66,10,19.08,Expansion,1,11.33,1.77,0,0,381,10.49,1.98,2.12,6.52,Bangalore,Construction,1,3.8,High Risk
LN00459,USR00459,Food,2,49.84,22.29,23,19.95,Working Capital,4,9.92,0.46,0,2,319,9.57,1.45,1.34,5.33,Bangalore,Construction,8,4.7,High Risk
LN00460,USR00460,Manufacturing,10,48.4,11.19,24,15.23,Debt Consolidation,1,12.95,1.43,2,1,626,8.93,1.71,2.12,10.21,Ahmedabad,IT Services,1,1.9,High Risk
LN00461,USR00461,Tech,2,91.04,18.88,20,18.9,Equipment,3,14.53,0.6,1,1,336,8.42,1.69,1.56,6.69,Kolkata,IT Services,3,4.4,High Risk
LN00462,USR00462,Manufacturing,11,111.87,5.32,4,15.82,Expansion,2,11.08,0.73,1,1,681,11.12,1.08,1.96,13.29,Bangalore,Construction,12,3.8,High Risk
LN00463,USR00463,Services,18,55.88,12.45,46,16.96,Equipment,2,14.0,0.81,2,0,338,6.01,1.86,2.37,6.46,Ahmedabad,Pharma,2,1.1,High Risk
LN00464,USR00464,Manufacturing,24,88.75,12.03,11,30.26,Debt Consolidation,6,16.27,0.49,3,2,408,9.42,1.55,2.77,3.05,Bangalore,Agri,6,1.9,High Risk
LN00465,USR00465,Retail,15,12.39,15.87,5,16.21,Expansion,2,11.31,0.75,0,2,728,7.7,2.17,1.41,6.12,Delhi,FMCG,8,3.4,High Risk
LN00466,USR00466,Food,9,57.46,6.45,28,7.51,Working Capital,4,14.22,0.18,3,2,363,9.63,1.97,2.8,6.57,Hyderabad,Pharma,8,3.0,High Risk
LN00467,USR00467,Trading,23,74.07,20.8,23,14.01,Equipment,2,12.05,0.65,1,2,474,9.67,0.99,1.84,10.1,Hyderabad,FMCG,7,3.1,High Risk
LN00468,USR00468,Manufacturing,19,47.71,9.36,32,13.45,Working Capital,4,13.77,0.32,0,1,331,12.6,1.63,2.7,6.51,Hyderabad,IT Services,7,1.9,High Risk
LN00469,USR00469,Tech,9,46.9,18.54,30,13.68,Debt Consolidation,4,15.0,0.33,2,0,830,11.98,1.99,2.07,9.76,Kolkata,Pharma,8,3.7,Low Risk
LN00470,USR00470,Retail,3,54.97,21.06,38,19.77,Debt Consolidation,1,12.15,1.85,1,2,405,10.88,0.95,2.74,4.84,Mumbai,IT Services,5,2.1,High Risk
LN00471,USR00471,Trading,21,83.77,16.24,28,20.65,Equipment,2,17.95,1.01,1,1,781,10.52,2.15,2.36,6.82,Bangalore,IT Services,3,2.6,High Risk
LN00472,USR00472,Food,9,69.38,19.82,36,14.47,Debt Consolidation,5,14.07,0.28,1,1,505,9.43,1.18,2.07,4.86,Delhi,IT Services,2,2.5,High Risk
LN00473,USR00473,Trading,14,7.85,18.24,10,8.04,Inventory,2,16.42,0.39,2,0,546,9.37,1.66,1.69,4.61,Kolkata,Textiles,3,3.7,High Risk
LN00474,USR00474,Retail,19,11.38,12.11,12,15.5,Equipment,2,15.53,0.75,2,2,388,4.76,2.4,2.94,13.1,Hyderabad,Agri,11,1.4,High Risk
LN00475,USR00475,Textiles,7,56.79,21.18,45,12.28,Inventory,2,16.68,0.6,3,0,615,12.2,1.77,2.62,5.14,Kolkata,IT Services,11,1.8,High Risk
LN00476,USR00476,Textiles,16,88.73,10.89,16,16.05,Debt Consolidation,6,10.56,0.25,2,2,310,10.8,1.52,1.82,6.61,Delhi,FMCG,3,1.8,High Risk
LN00477,USR00477,Trading,16,-7.43,16.42,42,14.4,Equipment,5,11.0,0.27,3,0,348,13.6,0.81,1.42,12.18,Ahmedabad,Construction,12,1.4,High Risk
LN00478,USR00478,Services,1,60.01,19.91,17,21.08,Inventory,5,13.39,0.4,0,2,470,8.34,1.03,2.58,11.0,Kolkata,Agri,7,1.8,High Risk
LN00479,USR00479,Tech,4,59.21,12.58,19,16.37,Debt Consolidation,4,16.67,0.4,0,2,442,13.78,1.78,2.98,14.56,Hyderabad,FMCG,1,3.4,High Risk
LN00480,USR00480,Tech,4,116.65,11.06,20,12.3,Expansion,5,10.78,0.23,0,0,506,9.42,1.64,1.63,9.93,Mumbai,Textiles,7,3.9,High Risk
LN00481,USR00481,Trading,7,63.45,14.19,34,8.07,Expansion,4,17.74,0.2,1,2,762,8.28,1.42,2.84,5.6,Hyderabad,IT Services,6,3.6,High Risk
LN00482,USR00482,Manufacturing,8,86.49,21.36,40,14.76,Working Capital,1,10.15,1.35,1,0,808,14.64,2.37,1.34,16.23,Hyderabad,FMCG,11,2.9,Low Risk
LN00483,USR00483,Manufacturing,17,79.24,23.6,25,14.78,Expansion,4,10.58,0.34,1,0,500,11.09,1.37,2.91,10.33,Hyderabad,FMCG,10,1.2,High Risk
LN00484,USR00484,Tech,5,11.08,15.9,48,13.69,Inventory,2,10.51,0.63,2,2,304,15.01,1.71,2.52,7.38,Kolkata,FMCG,14,4.8,High Risk
LN00485,USR00485,Tech,7,98.05,18.23,25,18.88,Expansion,3,14.27,0.6,2,2,510,10.51,1.77,1.76,8.23,Delhi,Agri,2,1.7,High Risk
LN00486,USR00486,Textiles,20,81.46,23.07,37,8.09,Equipment,3,17.26,0.26,3,0,328,12.42,1.7,1.68,8.72,Hyderabad,IT Services,10,3.7,High Risk
LN00487,USR00487,Services,20,90.25,6.97,41,11.19,Equipment,6,11.3,0.17,1,1,489,13.09,1.61,2.32,7.05,Ahmedabad,FMCG,1,4.7,High Risk
LN00488,USR00488,Retail,4,192.79,9.64,17,15.26,Equipment,2,13.98,0.72,2,0,487,9.16,1.37,2.23,2.5,Kolkata,Construction,9,3.8,High Risk
LN00489,USR00489,Manufacturing,6,12.48,19.18,26,12.2,Expansion,4,10.58,0.28,0,1,449,11.04,2.34,2.85,14.51,Delhi,IT Services,2,1.9,High Risk
LN00490,USR00490,Tech,7,126.74,21.47,30,13.22,Expansion,2,14.68,0.63,0,1,824,10.46,1.57,2.56,7.91,Mumbai,Pharma,4,2.3,High Risk
LN00491,USR00491,Textiles,18,66.38,22.14,18,14.7,Working Capital,6,10.11,0.22,2,0,665,12.5,1.7,2.13,8.73,Hyderabad,Construction,9,1.1,High Risk
LN00492,USR00492,Food,5,83.62,13.3,18,18.43,Debt Consolidation,5,13.42,0.35,0,0,456,6.8,1.92,2.86,16.31,Bangalore,Textiles,9,3.5,High Risk
LN00493,USR00493,Textiles,20,73.63,6.79,42,14.5,Working Capital,4,14.9,0.35,0,0,379,11.8,0.92,2.23,5.27,Kolkata,Agri,12,3.5,High Risk
LN00494,USR00494,Manufacturing,3,62.27,13.76,41,5.15,Inventory,2,14.21,0.25,3,1,572,12.76,2.13,2.71,10.62,Ahmedabad,Pharma,11,3.9,High Risk
LN00495,USR00495,Manufacturing,7,57.91,9.61,8,11.99,Equipment,5,10.26,0.22,0,0,817,7.95,1.67,2.7,4.83,Mumbai,Agri,1,1.0,High Risk
LN00496,USR00496,Textiles,22,84.89,10.82,4,17.48,Expansion,6,10.45,0.27,1,0,531,7.36,1.92,2.85,9.28,Mumbai,Agri,14,4.3,High Risk
LN00497,USR00497,Retail,14,29.48,20.45,15,18.81,Debt Consolidation,5,15.04,0.36,2,2,459,5.03,2.11,1.23,8.81,Mumbai,FMCG,2,4.0,High Risk
LN00498,USR00498,Trading,7,97.52,6.51,46,19.09,Debt Consolidation,4,16.28,0.46,2,2,643,16.24,2.29,2.21,11.16,Kolkata,Construction,2,1.6,High Risk
LN00499,USR00499,Manufacturing,5,62.51,21.55,49,20.51,Expansion,6,17.17,0.33,1,2,588,7.8,1.47,1.99,12.83,Delhi,Pharma,12,2.4,High Risk
LN00500,USR00500,Textiles,22,41.1,13.55,11,15.59,Working Capital,6,16.32,0.25,0,0,504,14.25,2.18,2.03,5.68,Bangalore,FMCG,2,3.6,High Risk
LN00501,USR00501,Tech,5,61.5,16.92,36,16.32,Debt Consolidation,6,17.77,0.27,3,0,604,9.38,1.24,1.97,13.67,Ahmedabad,Pharma,8,3.0,Low Risk
LN00502,USR00502,Textiles,23,112.71,6.79,19,9.93,Working Capital,1,12.67,0.93,3,0,659,13.29,1.92,2.69,13.95,Delhi,IT Services,13,1.5,High Risk
LN00503,USR00503,Services,2,58.94,11.75,29,4.13,Expansion,6,11.98,0.06,1,1,699,11.74,0.97,1.71,7.0,Hyderabad,IT Services,8,1.3,High Risk
LN00504,USR00504,Trading,21,85.75,6.79,31,7.91,Working Capital,1,9.25,0.72,0,1,748,16.31,0.83,1.98,7.97,Bangalore,Construction,10,4.1,High Risk
LN00505,USR00505,Food,22,53.07,24.23,39,11.49,Equipment,5,13.05,0.22,1,2,405,14.34,0.96,1.48,6.02,Delhi,FMCG,12,1.6,High Risk
LN00506,USR00506,Retail,6,97.74,21.15,45,8.2,Expansion,1,14.86,0.78,3,1,381,10.64,1.34,1.58,6.78,Hyderabad,Pharma,8,1.7,High Risk
LN00507,USR00507,Food,15,95.57,14.19,24,13.54,Expansion,5,16.34,0.26,0,1,641,10.93,0.85,2.35,3.19,Bangalore,IT Services,12,4.3,High Risk
LN00508,USR00508,Trading,21,130.46,9.47,26,12.69,Debt Consolidation,1,11.41,1.18,1,1,720,12.04,1.87,1.32,11.11,Kolkata,FMCG,4,3.4,High Risk
LN00509,USR00509,Trading,10,69.73,23.67,9,19.69,Debt Consolidation,5,13.62,0.37,1,2,348,18.04,1.34,1.46,-0.2,Ahmedabad,Agri,8,3.4,High Risk
LN00510,USR00510,Trading,23,95.06,11.89,36,10.15,Debt Consolidation,5,14.96,0.19,0,2,505,10.2,2.05,2.1,5.21,Ahmedabad,IT Services,14,2.9,High Risk
LN00511,USR00511,Food,24,77.94,8.22,14,15.7,Equipment,6,13.96,0.25,3,1,517,6.12,0.88,1.18,7.82,Hyderabad,Textiles,13,3.3,High Risk
LN00512,USR00512,Tech,7,113.88,16.26,25,12.9,Equipment,6,11.47,0.2,0,0,735,10.73,1.17,1.34,13.2,Delhi,Pharma,7,3.4,High Risk
LN00513,USR00513,Trading,5,53.44,23.88,17,9.97,Inventory,5,16.17,0.19,3,2,621,8.08,1.49,2.74,5.82,Bangalore,IT Services,8,4.9,High Risk
LN00514,USR00514,Textiles,1,97.35,5.08,35,11.36,Expansion,6,10.56,0.17,2,1,530,10.63,1.45,2.71,9.71,Hyderabad,Construction,1,1.9,High Risk
LN00515,USR00515,Food,13,69.16,9.76,15,4.74,Debt Consolidation,5,17.14,0.09,3,0,786,13.45,1.02,1.76,7.68,Hyderabad,Pharma,3,1.9,High Risk
LN00516,USR00516,Trading,21,73.07,23.77,25,18.74,Expansion,6,17.57,0.31,3,0,728,11.51,2.49,1.76,11.78,Kolkata,Textiles,10,1.2,High Risk
LN00517,USR00517,Textiles,18,77.75,8.42,40,22.01,Working Capital,3,12.29,0.69,2,2,583,8.22,1.28,2.88,9.5,Hyderabad,Pharma,6,3.6,High Risk
LN00518,USR00518,Tech,13,82.57,7.26,34,13.66,Equipment,1,12.39,1.28,1,0,785,9.39,2.03,1.15,11.32,Bangalore,Pharma,1,3.2,High Risk
LN00519,USR00519,Services,21,71.51,16.4,47,15.15,Inventory,5,15.69,0.29,1,2,575,6.8,1.17,2.2,5.8,Mumbai,IT Services,4,1.4,High Risk
